x	y	w	h	content
1030	2849	111	46	heavy
1149	2850	36	45	is
1192	2851	89	45	your
1288	2852	106	45	load,
1422	2853	30	44	8
1466	2853	82	44	And
1556	2853	100	45	when
1663	2854	65	44	the
1736	2854	117	44	dreary
1861	2854	85	44	road
1954	2854	73	44	you
2035	2854	97	44	tread,
778	2888	77	41	And
864	2891	69	40	not
940	2893	26	38	a
973	2893	114	40	single
1094	2894	64	40	ray
743	2926	38	43	Of
790	2927	93	43	light
891	2929	33	42	is
933	2930	136	43	shining
1079	2932	45	42	on
1136	2932	60	43	the
1205	2933	87	44	road,
1504	2893	118	41	Which
1634	2894	97	42	leads
1739	2895	40	41	to
1786	2895	137	44	endless
1931	2896	79	44	day,
779	2971	85	40	Just
872	2971	102	41	wait;
983	2971	135	42	there'll
1127	2973	45	40	be
1181	2974	24	40	a
1218	2975	77	40	way.
1463	2934	23	38	O
1505	2935	108	40	praise
1622	2936	60	41	the
1690	2937	99	41	Lord,
1797	2937	134	41	there'll
1938	2936	44	42	be
1989	2935	49	42	no
2045	2934	103	41	dread,
1502	2976	69	38	For
1577	2976	119	40	Christ
1702	2976	76	42	will
1785	2976	47	43	be
1841	2976	62	44	the
1917	2977	85	44	way.
1123	3026	177	43	Copyright,
1309	3026	69	43	1901,
1387	3026	46	44	br
1443	3027	40	43	C.
1493	3027	34	44	\.
1537	3027	138	46	Tindley.
