x	y	w	h	content
858	2001	23	33	-
886	2000	93	33	cious
984	1998	169	34	fountain,
1169	1995	82	37	Flow
1268	1995	22	37	-
1296	1995	58	37	ing
1372	1994	70	38	free
1481	1995	53	37	for
399	2392	62	44	He
491	2394	82	43	will
589	2396	70	42	nev
672	2398	26	40	-
706	2398	48	41	er
767	2399	99	40	cease
903	2400	43	40	to
976	2400	85	40	love
1090	2399	91	40	you,
1188	2399	57	40	Or
1297	2394	28	44	o
1365	2396	83	44	take
1471	2398	90	42	your
1583	2400	79	39	part.
400	2433	71	42	Let
491	2434	76	42	Him
585	2436	94	41	fight
687	2437	89	40	your
786	2438	65	40	bat
858	2438	27	40	-
893	2438	54	40	tle
984	2439	59	40	for
1085	2439	87	40	you,
1179	2439	79	40	And
1278	2439	68	40	you
1369	2439	81	39	will
1476	2439	68	39	pre
1554	2438	27	40	-
1591	2438	76	40	vail.
393	2475	78	39	God
490	2476	78	40	will
583	2476	84	42	hide
695	2476	86	43	you,
787	2477	57	43	He
899	2477	35	43	is
958	2477	102	43	plead
1068	2476	18	44	-
1094	2476	65	44	ing,
1168	2476	76	43	"Be
1288	2482	44	36	ye
1371	2481	67	31	not
1493	2480	27	36	a
1533	2479	24	35	-
1575	2477	117	29	fraid."
405	2515	46	40	Je
457	2516	28	40	-
493	2517	66	40	sus
567	2517	136	41	Christ,
709	2518	45	40	on
783	2518	187	41	Cal-vary's
976	2518	186	39	mountain,
1169	2516	91	40	Paid
1282	2515	55	40	for
1385	2521	26	35	A
1427	2519	25	36	-
1460	2518	104	37	dam's
1584	2516	77	40	fall.
261	2737	28	43	5
306	2737	71	43	Tell
386	2738	64	42	him
468	2738	76	43	that
553	2739	104	45	above
667	2740	21	44	a
698	2741	137	48	brother,
345	2776	131	43	There's
483	2779	27	41	a
517	2780	169	43	Saviour's
693	2783	89	42	love,
1059	2741	28	40	6
1103	2741	90	40	Then
1205	2741	94	41	when
1314	2741	94	43	Jesus
1415	2742	107	43	comes
1530	2742	38	44	in
1582	2743	110	46	Glory,
1140	2781	50	39	On
1203	2782	60	39	the
1270	2783	190	42	judgement
1467	2784	132	43	throne,
301	2817	42	42	If
351	2818	47	40	on
407	2819	94	40	earth
512	2821	50	39	he
571	2822	60	39	has
640	2824	46	39	no
696	2825	99	43	other,
345	2857	130	41	There's
483	2858	23	40	a
514	2858	111	44	friend
634	2860	125	48	above.
1102	2821	40	37	In
1155	2821	67	38	His
1228	2821	86	39	book
1328	2822	73	39	will
1409	2822	43	41	be
1460	2823	60	42	the
1528	2824	99	45	story,
302	2897	42	43	If
351	2897	47	43	he
405	2898	103	43	needs
515	2899	87	42	your
609	2899	83	44	help
700	2899	66	45	and
774	2899	159	49	kindness,
1143	2860	58	40	All
1209	2859	90	40	shall
1307	2858	44	42	be
1359	2858	98	44	made
1466	2859	130	50	known.
340	2938	106	40	Don't
454	2938	163	42	withhold
629	2939	82	44	your
720	2941	95	46	hand,
1105	2899	104	41	There
1214	2900	109	41	above
1330	2900	53	42	all
1390	2900	100	45	other
1497	2900	110	48	favors,
1140	2939	56	39	On
1203	2940	64	39	the
1274	2941	119	39	golden
1402	2942	123	39	strand,
305	2980	126	40	Always
439	2977	46	43	of
494	2977	71	43	this
573	2977	46	44	be
628	2978	169	50	reminded,
341	3018	86	44	He's
435	3019	86	43	your
530	3019	110	43	fellow
648	3020	95	42	man.
1107	2980	81	40	Will
1194	2980	47	40	be
1248	2980	116	42	placed
1371	2980	90	44	upon
1473	2979	82	47	your
1563	2979	112	49	labors
1143	3020	68	39	For
1218	3019	85	41	your
1311	3020	104	42	fellow
1428	3021	89	43	man.
704	3060	168	42	Copyright,
881	3061	68	41	1909,
958	3062	45	40	by
1012	3062	34	40	C.
1055	3062	39	40	A.
1103	3062	131	39	Tindley,
1243	3062	34	39	D.
1286	3062	42	39	D.
