x	y	w	h	content
1621	1590	96	39	(stand
1724	1589	42	40	by
1790	1588	48	41	me.
1846	1588	22	41	)
1876	1588	102	40	When
2000	1590	52	37	the
728	1629	113	39	midst
865	1630	46	38	of
933	1631	70	38	trib
1020	1631	25	38	-
1062	1631	25	38	u
1107	1631	25	39	-
1139	1631	41	39	la
1187	1631	18	39	-
1212	1631	95	39	tions,
1314	1630	110	40	Stand
1443	1629	51	41	by
1549	1633	61	35	me.
1875	1629	102	37	When
2000	1631	55	36	the
728	1672	111	36	midst
863	1673	44	36	of
913	1673	109	36	faults
1044	1673	69	36	and
1130	1673	65	37	fail
1201	1673	17	37	-
1224	1673	81	36	ures,
1311	1672	108	37	Stand
1442	1670	50	39	by
1551	1678	60	30	me.
1878	1671	99	37	When
2013	1674	23	33	I
729	1710	111	38	midst
864	1711	44	37	of
937	1711	66	37	per
1022	1711	25	37	-
1066	1711	37	38	se
1110	1710	17	39	-
1134	1710	44	39	cu
1188	1710	24	39	-
1225	1710	77	39	tion,
1310	1709	109	41	Stand
1442	1707	50	43	by
1550	1713	70	34	me.
1877	1709	101	40	When
1994	1711	55	42	my
728	1753	85	38	grow
827	1753	18	38	-
851	1753	63	37	ing
938	1752	62	38	old
1048	1752	72	38	and
1127	1751	60	39	fee
1199	1750	25	41	-
1233	1750	70	41	ble,
1309	1749	109	42	Stand
1442	1747	50	45	by
1546	1751	63	41	me.
1618	1749	95	42	(stand
1722	1747	45	44	by
1786	1747	47	44	me.
1842	1747	26	44	)
1877	1748	106	43	When
1991	1751	56	40	my
729	2191	105	34	world
870	2189	38	36	is
935	2190	77	36	toss
1023	2192	24	35	-
1067	2194	63	34	ing
1176	2197	54	32	me
1300	2189	85	39	Like
1464	2194	21	33	8
1542	2195	77	33	ship
1683	2199	48	31	up
1749	2197	23	32	-
1792	2197	42	34	on
1906	2194	60	35	the
1993	2195	66	36	sea.
741	2233	93	33	hosts
864	2232	43	35	of
928	2232	69	35	hell
1079	2237	35	25	as
1136	2237	16	25	-
1169	2237	68	28	sail,
1301	2230	72	34	And
1440	2233	62	36	my
1509	2233	151	37	strength
1685	2235	46	36	be
1746	2235	25	36	-
1779	2236	76	35	gins
1921	2235	37	34	to
1990	2233	65	38	fail,
786	2269	23	35	o
856	2269	62	34	the
932	2271	73	34	best
1085	2270	19	28	I
1167	2275	59	32	can
1302	2269	72	36	And
1441	2271	60	39	my
1518	2272	132	38	friends
1672	2274	74	36	mis
1755	2275	24	35	-
1791	2275	47	35	un
1857	2276	25	35	-
1906	2276	169	37	der-stand,
748	2310	73	33	foes
870	2312	33	32	in
942	2313	120	34	bat-tle
1074	2316	40	33	ar
1129	2317	19	33	-
1170	2318	63	34	ray,
1305	2313	49	35	Un
1445	2314	55	33	der
1509	2315	22	32	-
1538	2315	82	33	take
1688	2314	36	35	to
1769	2315	75	38	stop
1903	2318	60	35	my
1979	2318	75	38	way,
747	2351	63	33	life
869	2352	147	31	becomes
1024	2353	18	31	a
1057	2353	63	33	bur
1132	2354	18	33	-
1165	2355	75	36	den,
1299	2354	72	32	And
1434	2352	54	36	I'm
1533	2353	86	36	near
1631	2354	24	36	-
1667	2354	60	36	ing
1768	2355	121	37	chil-ly
1902	2356	144	38	Jor-dan,
734	2775	90	38	Thou
847	2774	77	40	who
960	2776	109	42	rulest
732	2812	91	41	Thou
847	2815	81	39	who
962	2818	71	37	nev
1046	2820	26	36	-
1082	2821	43	36	er
1148	2822	71	36	lost
1136	2781	92	37	wind
1265	2780	70	39	and
1347	2780	52	40	wa
1416	2780	23	40	-
1452	2780	54	42	ter,
1514	2781	106	44	Stand
1645	2782	44	44	by
1280	2826	25	34	a
1341	2823	67	37	bat
1412	2821	22	39	-
1439	2821	66	40	tle,
1511	2820	106	42	Stand
1646	2822	46	42	by
1757	2782	65	40	me.
1829	2781	94	43	(stand
1931	2780	41	45	by
1980	2780	66	45	me.)
1278	2863	39	37	a-
1324	2862	90	40	bout
1436	2860	68	43	me,
1512	2860	106	44	Stand
1643	2861	48	44	by
1757	2829	64	33	me.
732	2855	90	37	Thou
848	2857	76	35	who
960	2859	160	38	knowest
1155	2863	50	38	all
733	2894	91	38	Thou
847	2896	78	36	who
1756	2866	64	36	me.
979	2901	95	30	saved
1133	2901	91	37	Paul
1257	2901	67	38	and
1353	2901	44	39	Si
1408	2901	23	40	-
1439	2901	69	40	las,
1514	2901	105	40	Stand
1645	2901	47	40	by
844	2939	81	30	thou
944	2938	96	34	"Lil
1050	2942	20	32	-
1088	2945	20	32	y
1161	2940	36	29	of
1256	2940	61	38	the
1336	2940	136	41	Val-ley,
1480	2939	23	43	"
1515	2939	106	43	Stand
1645	2939	49	42	by
1757	2909	67	31	me.
1758	2946	76	39	me.
1842	2946	47	40	(by
1971	2947	48	38	me.
2027	2947	15	38	)
1064	3151	174	41	Copyright.
1248	3153	70	39	1905,
1328	3154	46	38	by
1384	3155	36	37	G.
1429	3156	39	36	A.
1478	3157	129	36	Tindley.
