x	y	w	h	content
1148	2346	140	37	sorrows
1297	2347	95	37	must
1401	2346	98	38	ensue
257	2380	57	35	We
323	2381	98	35	must
430	2383	100	34	brave
540	2383	50	35	its
602	2384	79	35	wild
693	2384	206	38	commotion,
998	2382	48	36	To
1054	2382	89	36	have
1152	2382	93	37	their
1251	2383	61	38	old
1321	2383	210	46	companions
294	2419	48	35	To
350	2419	98	35	enter
456	2420	166	37	Paradise.
1036	2420	51	38	To
1092	2421	68	38	bid
1168	2422	82	39	them
1273	2424	26	37	a
1305	2424	84	39	long
1398	2425	110	39	adieu.
211	2499	26	39	2
253	2500	73	39	But
334	2501	120	39	vessels
461	2502	94	38	built
563	2502	50	39	by
623	2502	128	39	human
761	2500	94	42	skill,
953	2501	28	40	6
996	2501	70	39	But
1074	2501	168	39	pleasures
1251	2502	44	38	of
1304	2502	26	39	a
1339	2502	159	43	Paradise
291	2539	96	38	Have
394	2540	106	38	never
508	2541	108	38	sailed
626	2541	81	39	afar.
1035	2541	55	39	No
1098	2542	121	40	longer
1225	2543	82	39	them
1330	2544	104	38	invite
255	2575	70	42	Till
331	2577	83	40	they
421	2580	60	38	are
488	2581	109	38	found
605	2582	68	37	run
681	2581	151	39	aground
1008	2576	126	40	'We'll
1142	2579	71	38	sail
1220	2580	105	40	while
1333	2582	84	41	they
1425	2583	89	44	rail,
290	2620	50	33	On
352	2620	95	33	some
460	2621	152	35	dreadful
618	2621	105	38	sandy
737	2621	69	40	bar.
1034	2620	72	36	For
1112	2621	97	36	we'll
1215	2622	78	36	soon
1306	2622	48	37	be
1362	2621	66	38	out
1435	2620	43	40	of
1489	2619	124	43	sight."
211	2696	27	37	3
259	2697	67	39	The
335	2698	197	41	everlasting
544	2700	116	38	Gospel
955	2695	31	40	7
997	2696	28	40	"
1032	2697	62	39	We
1101	2698	62	39	are
1169	2699	25	38	a
1201	2700	96	39	band
1304	2700	49	41	of
1360	2700	122	44	sailors,
293	2738	72	36	Has
372	2739	165	37	launched
551	2740	60	37	the
625	2740	77	39	deep
713	2740	42	40	at
762	2739	79	43	last,
1035	2743	40	34	In
1087	2741	160	37	harmony
1261	2740	69	40	and
1342	2741	89	42	love,
254	2777	125	37	Behold
389	2777	63	37	her
459	2777	82	38	sails
549	2778	188	42	suspended
1002	2778	68	40	The
1076	2778	98	40	wind
1180	2779	35	39	is
1221	2779	43	40	in
1271	2780	67	41	our
1345	2781	102	45	favor,
293	2819	134	37	Around
440	2820	61	36	the
512	2820	159	38	towering
680	2821	112	39	masts.
1033	2819	82	41	How
1138	2820	149	40	joyfully
1297	2821	52	38	we
1357	2821	132	35	move."
213	2893	29	44	4
254	2894	79	42	And
343	2895	46	40	on
399	2895	66	41	her
475	2895	95	42	decks
581	2895	39	43	in
631	2895	98	46	order
297	2936	73	41	The
378	2936	114	40	joyful
500	2936	117	41	sailors
625	2936	105	43	stand,
957	2895	26	38	8
1000	2895	139	41	"About
1147	2897	66	40	our
1220	2898	119	43	future
1347	2899	192	51	happiness,
1039	2937	105	38	There
1152	2939	90	38	need
1249	2940	48	38	be
1304	2941	48	39	no
1364	2942	121	43	debate,
258	2977	135	38	Crying,
401	2975	79	40	"Oh
488	2974	84	41	here
581	2974	54	40	we
644	2974	46	41	go
296	3015	49	38	To
354	3015	217	42	Immanuel's
578	3012	112	47	happy
702	3012	116	48	land."
1005	2978	110	38	While
1124	2980	52	36	we
1183	2981	77	36	ride
1267	2981	44	37	on
1326	2981	61	38	the
1398	2981	75	39	tide
1039	3016	92	41	With
1143	3017	67	42	our
1217	3018	138	43	Captain
1367	3018	69	43	and
1449	3017	66	44	His
1523	3016	128	44	Mate."
