x	y	w	h	content
1073	1728	94	55	that
1176	1729	39	55	is
1225	1730	52	56	to
1286	1730	57	57	be
1352	1730	108	60	sung
1469	1731	53	60	or
1530	1731	140	64	played
1755	1682	146	64	Down,
1912	1687	93	62	left,
2016	1689	129	60	right,
2156	1690	71	58	up.
1756	1754	76	57	59.
1845	1756	122	59	What
1979	1757	44	60	is
2036	1758	76	61	the
2125	1758	174	65	measure
2312	1759	94	65	sign
2425	1759	73	66	for
2514	1759	221	67	Quadruple
1698	1821	172	45	measure
1882	1820	19	47	?
992	1860	226	70	LESSON
1262	1863	55	67	V.
1760	1866	85	54	The
1854	1869	135	51	figure
1997	1866	45	52	4.
693	1954	85	54	50.
795	1956	134	56	What
939	1958	49	56	is
1002	1959	75	57	the
1090	1961	124	57	name
1231	1964	52	55	of
1297	1965	32	55	a
1343	1966	177	56	measure
1530	1971	141	52	having
1754	1937	102	58	Double
1867	1941	142	57	measure.
2074	1940	96	60	Triple
2181	1943	137	59	measure.
2399	1948	160	56	Quadruple
2569	1952	127	51	measure.
642	2009	103	54	three
755	2013	118	54	beats.
701	2073	138	56	Triple
851	2076	191	56	Measure.
