x	y	w	h	content
2365	1696	57	51	47,
2430	1697	57	50	53,
2495	1697	59	50	64,
2562	1697	60	50	65,
2630	1697	57	50	88,
2694	1697	51	50	90,
606	1752	165	46	HEAVEN.
779	1751	77	47	-3,
864	1750	38	48	6,
909	1750	56	48	13,
973	1750	65	48	14,
1046	1749	65	49	19,
1119	1749	70	50	26,
1198	1749	52	50	28,
1258	1749	59	50	31,
1325	1749	58	50	59,
1392	1749	58	50	68,
1459	1749	58	51	82,
1526	1750	57	50	86,
1592	1750	55	50	87,
1785	1748	78	46	132,
1871	1748	77	46	137,
1957	1747	76	47	143.
2042	1747	86	47	146.
2137	1747	85	48	147,
2232	1747	85	49	149,
2327	1747	78	49	166,
2415	1747	76	50	185,
2501	1747	78	52	192,
2589	1747	75	53	193,
2675	1748	69	53	200,
683	1802	58	48	90,
747	1802	60	47	93,
813	1803	60	46	95,
880	1803	79	45	120,
966	1803	81	45	130,
1055	1803	77	45	135,
1140	1802	74	46	139,
1223	1802	76	46	147,
1308	1801	80	48	159,
1397	1801	79	48	172,
1486	1800	75	50	181,
1572	1799	75	52	185,
1789	1799	61	42	277.
686	1853	74	48	214,
770	1853	78	47	215,
857	1852	78	48	217,
944	1852	75	47	221,
1028	1852	78	47	226,
1115	1851	78	48	229,
1202	1851	79	48	243,
1289	1850	72	49	272.
607	1907	218	48	INVITATION.
832	1904	82	51	-4,
922	1904	57	51	15,
987	1903	54	52	18,
1048	1903	61	52	38,
1116	1902	55	53	45,
1178	1902	58	53	51,
1243	1902	57	53	54,
1308	1902	57	53	62,
1373	1901	57	54	64,
1437	1901	61	53	69,
1505	1901	61	53	70,
1573	1901	73	53	103,
1708	1860	207	49	WORK.-1,
1923	1861	57	48	11,
1988	1862	58	48	30,
2054	1862	57	48	49,
2119	1862	57	49	80.
2185	1863	72	49	109
2281	1863	92	49	112,
2381	1863	91	50	127,
2481	1862	91	51	128,
2580	1862	88	52	156,
2677	1861	76	53	167,
687	1954	77	51	110,
773	1955	77	50	114,
859	1955	77	50	129,
945	1955	77	50	134,
1031	1955	80	49	151,
1121	1955	76	49	164,
1207	1954	73	49	194,
1290	1954	76	48	210.
1789	1916	85	43	238,
1884	1916	74	45	246.
